observation,string,abstract,node,accuracy
24,M3R0V0_OCTRNG,A19,"C1,T4",0.6
25,M3R0V0_OCTRNG,A19,"C1,T4",0.6
26,M3R0V0_OCTRNG,A19,"C1,T4",0.8
27,M3R0V0_OCTRNG,A19,"C1,T4",0.4
28,M3R0V0_OCTRNG,A19,"C1,T4",0.8
29,M3R0V0_OCTRNG,A19,"C1,T4",NA
30,M3R0V0_OCTRNG,A19,"C1,T4",1
1,M3R0V1_CCC,A19,"C2,T1",0.6
2,M3R0V1_CCC,A19,"C2,T1",0.3333333333
3,M3R0V1_CCC,A19,"C2,T1",1
4,M3R0V1_CCC,A19,"C2,T1",1
5,M3R0V1_CCC,A19,"C2,T1",0.6
6,M3R0V1_CCC,A19,"C2,T1",0.6
7,M3R0V1_CCC,A19,"C2,T1",0.5
8,M3R0V1_CCC,A19,"C2,T1",0.6
9,M3R0V1_CCC,A19,"C2,T1",0.8
10,M3R0V1_CCC,A19,"C2,T1",1
11,M3R0V1_CCC,A19,"C2,T1",1
12,M3R0V1_CCC,A19,"C2,T1",0.6
13,M3R0V1_CCC,A19,"C2,T1",1
